"Subject" "Activity" "TimeBodyAccelerometerMean()-X" "TimeBodyAccelerometerMean()-Y" "TimeBodyAccelerometerMean()-Z" "TimeBodyAccelerometerStandardDeviation()-X" "TimeBodyAccelerometerStandardDeviation()-Y" "TimeBodyAccelerometerStandardDeviation()-Z" "TimeGravityAccelerometerMean()-X" "TimeGravityAccelerometerMean()-Y" "TimeGravityAccelerometerMean()-Z" "TimeGravityAccelerometerStandardDeviation()-X" "TimeGravityAccelerometerStandardDeviation()-Y" "TimeGravityAccelerometerStandardDeviation()-Z" "TimeBodyAccelerometerJerkMean()-X" "TimeBodyAccelerometerJerkMean()-Y" "TimeBodyAccelerometerJerkMean()-Z" "TimeBodyAccelerometerJerkStandardDeviation()-X" "TimeBodyAccelerometerJerkStandardDeviation()-Y" "TimeBodyAccelerometerJerkStandardDeviation()-Z" "TimeBodyGyroscopeMean()-X" "TimeBodyGyroscopeMean()-Y" "TimeBodyGyroscopeMean()-Z" "TimeBodyGyroscopeStandardDeviation()-X" "TimeBodyGyroscopeStandardDeviation()-Y" "TimeBodyGyroscopeStandardDeviation()-Z" "TimeBodyGyroscopeJerkMean()-X" "TimeBodyGyroscopeJerkMean()-Y" "TimeBodyGyroscopeJerkMean()-Z" "TimeBodyGyroscopeJerkStandardDeviation()-X" "TimeBodyGyroscopeJerkStandardDeviation()-Y" "TimeBodyGyroscopeJerkStandardDeviation()-Z" "TimeBodyAccelerometerMagnitudeMean()" "TimeBodyAccelerometerMagnitudeStandardDeviation()" "TimeGravityAccelerometerMagnitudeMean()" "TimeGravityAccelerometerMagnitudeStandardDeviation()" "TimeBodyAccelerometerJerkMagnitudeMean()" "TimeBodyAccelerometerJerkMagnitudeStandardDeviation()" "TimeBodyGyroscopeMagnitudeMean()" "TimeBodyGyroscopeMagnitudeStandardDeviation()" "TimeBodyGyroscopeJerkMagnitudeMean()" "TimeBodyGyroscopeJerkMagnitudeStandardDeviation()" "FrequencyBodyAccelerometerMean()-X" "FrequencyBodyAccelerometerMean()-Y" "FrequencyBodyAccelerometerMean()-Z" "FrequencyBodyAccelerometerStandardDeviation()-X" "FrequencyBodyAccelerometerStandardDeviation()-Y" "FrequencyBodyAccelerometerStandardDeviation()-Z" "FrequencyBodyAccelerometerMeanFreq()-X" "FrequencyBodyAccelerometerMeanFreq()-Y" "FrequencyBodyAccelerometerMeanFreq()-Z" "FrequencyBodyAccelerometerJerkMean()-X" "FrequencyBodyAccelerometerJerkMean()-Y" "FrequencyBodyAccelerometerJerkMean()-Z" "FrequencyBodyAccelerometerJerkStandardDeviation()-X" "FrequencyBodyAccelerometerJerkStandardDeviation()-Y" "FrequencyBodyAccelerometerJerkStandardDeviation()-Z" "FrequencyBodyAccelerometerJerkMeanFreq()-X" "FrequencyBodyAccelerometerJerkMeanFreq()-Y" "FrequencyBodyAccelerometerJerkMeanFreq()-Z" "FrequencyBodyGyroscopeMean()-X" "FrequencyBodyGyroscopeMean()-Y" "FrequencyBodyGyroscopeMean()-Z" "FrequencyBodyGyroscopeStandardDeviation()-X" "FrequencyBodyGyroscopeStandardDeviation()-Y" "FrequencyBodyGyroscopeStandardDeviation()-Z" "FrequencyBodyGyroscopeMeanFreq()-X" "FrequencyBodyGyroscopeMeanFreq()-Y" "FrequencyBodyGyroscopeMeanFreq()-Z" "FrequencyBodyAccelerometerMagnitudeMean()" "FrequencyBodyAccelerometerMagnitudeStandardDeviation()" "FrequencyBodyAccelerometerMagnitudeMeanFreq()" "FrequencyBodyAccelerometerJerkMagnitudeMean()" "FrequencyBodyAccelerometerJerkMagnitudeStandardDeviation()" "FrequencyBodyAccelerometerJerkMagnitudeMeanFreq()" "FrequencyBodyGyroscopeMagnitudeMean()" "FrequencyBodyGyroscopeMagnitudeStandardDeviation()" "FrequencyBodyGyroscopeMagnitudeMeanFreq()" "FrequencyBodyGyroscopeJerkMagnitudeMean()" "FrequencyBodyGyroscopeJerkMagnitudeStandardDeviation()" "FrequencyBodyGyroscopeJerkMagnitudeMeanFreq()" "Angle(TimeBodyAccelerometerMean,Gravity)" "Angle(TimeBodyAccelerometerJerkMean),GravityMean)" "Angle(TimeBodyGyroscopeMean,GravityMean)" "Angle(TimeBodyGyroscopeJerkMean,GravityMean)" "Angle(X,GravityMean)" "Angle(Y,GravityMean)" "Angle(Z,GravityMean)"
"4" "2" 0.267148923009434 -0.0233316441461698 -0.112420488716981 -0.586631888028302 -0.512456921103208 -0.672973579622641 0.249904269716981 0.351941620660377 0.215277384537736 -0.939495758584906 -0.947034446415094 -0.948431589150943 0.0751256859066038 0.0150121499994623 -0.00159644624924528 -0.685035166037736 -0.618109032896226 -0.854881163867925 0.0146168547830189 -0.089546650290566 0.127853035911321 -0.718659858962264 -0.760014635471698 -0.667114691132075 -0.117996425496226 -0.03857820985 -0.0717228727660377 -0.758549498396226 -0.915167803301887 -0.774136149433962 -0.561685992533962 -0.578437918132075 -0.561685992533962 -0.578437918132075 -0.690878574716981 -0.703962868962264 -0.620955643301887 -0.733116709433962 -0.838835609245283 -0.871129880566038 -0.632912285367925 -0.535748854883019 -0.750257817358491 -0.570192443290094 -0.531878902208491 -0.659453311792453 -0.378497362201887 0.154078171445283 -0.0105293469257547 -0.703708814716981 -0.626983481572264 -0.835436418584906 -0.693923926509434 -0.635387860481132 -0.873568489245283 -0.0933058273537736 -0.142343249518868 -0.117571916584906 -0.674760277169811 -0.830964847075472 -0.661883948207547 -0.733958943301887 -0.727402995566038 -0.70027684754717 -0.134762068512264 -0.509542405758491 0.0140460566754717 -0.61435820545283 -0.625098654924528 0.0701395628643396 -0.685175769716981 -0.732026952641509 0.164002670840566 -0.772314635849057 -0.753517719433962 -0.206096974433019 -0.864470280471698 -0.890153294622641 0.191454256985377 0.0278429186773585 -0.0103815647883962 -0.117321584943396 0.0449279291632076 -0.0984594038679245 -0.269410254528302 -0.135116962088679
"4" "3" 0.28026163960396 -0.00962852077217822 -0.100889188891089 -0.536671710366337 -0.575112651827228 -0.710779001188119 0.952425841089109 -0.0697454279237624 0.158794263891089 -0.965044728613861 -0.924052731485149 -0.916490971930693 0.0832952603673267 -0.00110878902686139 -0.0149969839809901 -0.604198348918911 -0.585433319095049 -0.818714353168317 -0.0628105280316832 -0.0656466180247525 0.0683014033623762 -0.669341958990099 -0.837941875247525 -0.726647110693069 -0.0981882611683168 -0.0410989845356436 -0.0491681539471287 -0.702963311386139 -0.905131391980198 -0.676307885217822 -0.524505407626733 -0.530521880742574 -0.524505407626733 -0.530521880742574 -0.636109653154752 -0.627877054346535 -0.653982978277228 -0.660335147851485 -0.800636869405941 -0.818499162178218 -0.571946812138614 -0.550960933227723 -0.736958286237624 -0.525285797312871 -0.6190812384 -0.720537479504951 -0.118071847236436 0.0580185965663366 0.000365178093148516 -0.611117731963366 -0.596924067852475 -0.797233591683168 -0.633770587369307 -0.60239912420099 -0.839285963960396 0.0711267325732673 -0.150885433408911 -0.0361849961495049 -0.609103398758416 -0.849754136138614 -0.649302229168317 -0.690785975277228 -0.832520530495049 -0.785219035247525 -0.20901863209505 -0.28467036020396 0.0442992247663366 -0.517274553621782 -0.613891323990099 -0.0120584231910891 -0.608238492822772 -0.657237870227723 0.152858909228713 -0.69812192980198 -0.695823966336634 -0.131899715547525 -0.811774696237624 -0.841250337722772 0.0981665524257426 0.00845018223316832 -0.0208688573039604 0.213744307734653 -0.013613962649505 -0.840563306336634 0.131661635811881 -0.0898179771584158
"5" "1" 0.2760171353 -0.01403598529803 -0.108093126937 -0.59631098887 -0.354928347679 -0.66341369 0.9321918128 0.01786947079 0.064309709668 -0.9810156119 -0.95206277701 -0.95596921 0.08035118076 -0.010365472392 0.00153648314094 -0.59870910789 -0.470208210902 -0.7715334514 -0.0459631434424 -0.07540887348 0.08191750364 -0.7000306122 -0.7006165267 -0.5923530368 -0.088899765185 -0.045182264966 -0.048489505655 -0.62535787114 -0.7491962703 -0.512848770231 -0.501380119561 -0.6164332629 -0.501380119561 -0.6164332629 -0.58796736198 -0.5829890769 -0.6104152513 -0.6854415378 -0.6774314381 -0.7009246065 -0.59123661745 -0.400133472271 -0.6908088662 -0.59894968961 -0.373150770717 -0.6761247205 -0.189744467723 0.028979275335 0.031592943844 -0.6226256701 -0.5212556058554 -0.7572586902 -0.60965201972 -0.450496316329 -0.7841706228 -0.167924972063 -0.357087064558 -0.221102789963 -0.6298260906 -0.7082155204 -0.53207264478 -0.722991725 -0.6984341406 -0.6522380118 0.029710489328 -0.093334956939 0.136317070671 -0.58276365978 -0.6982911667 0.109704719716 -0.575263463205 -0.5964637529 0.105427344066 -0.6868817259 -0.7415438646 0.13780280109 -0.7344132848 -0.682269746 0.0652981453826 -0.005451014893 -0.01578351515 0.005426910317 -0.058521568219 -0.8348285572 0.06846076283 -0.02428302494042
"5" "2" 0.273646262787879 -0.0250564332345455 -0.107716300252525 -0.529066788538384 -0.421286023177778 -0.655407907606061 0.190809648080808 0.375303002525253 0.127464219879091 -0.949438545656566 -0.945395774040404 -0.950653593939394 0.0823135501010101 0.0105787104848485 -0.0137463608819192 -0.62277926620202 -0.56599387079798 -0.820658097676768 0.00726198182616161 -0.0975907155020202 0.104135235682828 -0.724959788585859 -0.722449263737374 -0.630571404616162 -0.121538684434343 -0.0478245875277778 -0.062598169289899 -0.66145941330303 -0.816678072626263 -0.653783783727273 -0.487124327339899 -0.568429039666667 -0.487124327339899 -0.568429039666667 -0.63227584459596 -0.660682618383838 -0.609192801084849 -0.671730321616162 -0.742906604646465 -0.781631826666667 -0.585498770292929 -0.472484547949495 -0.730358823131313 -0.509093916314141 -0.432671808530303 -0.644655928444444 -0.274293697717172 0.186894584157576 0.00528008443131313 -0.653706659393939 -0.600480077989899 -0.804492292222222 -0.624675986646465 -0.557517559008081 -0.835493531111111 -0.0628553954474747 -0.171153721333333 -0.113081233706061 -0.637690697915152 -0.759086937171717 -0.572295139419192 -0.753292144444444 -0.704861274040404 -0.68656226969697 -0.0411707296767677 -0.0297627073535354 0.0505954122257576 -0.585772836818182 -0.626198381676768 0.143660715243434 -0.639012665464646 -0.692594387676768 0.162589749333333 -0.69494849020202 -0.712955522525253 0.0426986109642424 -0.788417291515151 -0.788337268383838 0.0157400563760606 0.00144467991414141 -0.00758363233232323 -0.142318733200303 0.0352931311010101 -0.0436381571717172 -0.306917935151515 -0.0703412182646465
"5" "3" 0.287563596747573 -0.00768723234106796 -0.101326389320388 -0.401106548427184 -0.431289034690291 -0.621351723106796 0.958573657475728 -0.0487707299854369 0.0852680449335641 -0.963320520873786 -0.923025452524272 -0.920350817572816 0.0894625381805825 0.00507272989126214 0.00306039405543689 -0.508668773129126 -0.484681378649515 -0.762516753786408 -0.0487090431123301 -0.0600193055757282 0.0743701769815534 -0.705170234553398 -0.694355716893204 -0.597361670990291 -0.100403908941748 -0.0540194157597087 -0.0411924962184466 -0.699798899902913 -0.757395664368932 -0.529360401020388 -0.396294535330097 -0.384587196116505 -0.396294535330097 -0.384587196116505 -0.549327610961165 -0.526028699671845 -0.589174889126214 -0.635982681620388 -0.702319656699029 -0.720879723300971 -0.479473271320388 -0.448163853669903 -0.668519193786408 -0.37416853223301 -0.459644558797087 -0.627870453203883 -0.215868208895146 0.0117314744097087 -0.0173747071526214 -0.540397808548544 -0.532295986314563 -0.745588603495146 -0.520038744650485 -0.467856904709515 -0.77783901368932 -0.0783195517640777 -0.293038191292913 -0.156640439466019 -0.629342531038835 -0.685258465048544 -0.508824399631748 -0.731242286504854 -0.703563280388349 -0.669430560582524 -0.101173647491262 -0.0920787349068932 0.0371749762883495 -0.420777048990291 -0.462559432335922 -0.0154652797705825 -0.507869954037282 -0.553973666601942 0.127280666871845 -0.651197719440777 -0.693338092718447 0.00759931858252427 -0.724774865436893 -0.736718813398058 0.0116540727067961 -0.0228134716699029 -0.0220027736572816 0.103576800494175 -0.0457012639368932 -0.901256741359223 0.117487537776699 -0.038064490717767
"6" "1" 0.280280109732143 -0.0157638639452679 -0.110217013696429 -0.63224802 -0.370020765760714 -0.711297501339286 0.946097824642857 -0.0757424011741071 0.0510310216733929 -0.983227092946429 -0.962592393660714 -0.956355868303571 0.0726661472511607 -0.00838750155008929 -0.000697683073660714 -0.543882615316071 -0.460016350330357 -0.763757392678571 -0.0312721501640179 -0.0820392341091964 0.0846438677669643 -0.697128721428571 -0.632448051160714 -0.656441217678571 -0.0907276214071429 -0.0348400713360714 -0.0503212341998214 -0.556362209571429 -0.684215928392857 -0.555663696315179 -0.5512037044375 -0.593217353571429 -0.5512037044375 -0.593217353571429 -0.572071545491071 -0.501556870767857 -0.601138898339286 -0.6384699755 -0.636380938116071 -0.652202294303571 -0.574612378830357 -0.384196318272321 -0.713254872410714 -0.658149990982143 -0.402815651574732 -0.734770710714286 -0.0986821117553571 0.0718230849026786 0.134398263935982 -0.553667925946429 -0.503439521457143 -0.744133833303571 -0.5751382122875 -0.448982441463393 -0.78197856 -0.0416618030122321 -0.311435921895536 -0.0978530738277679 -0.583410870807143 -0.637238634821429 -0.562641699980357 -0.735364707678571 -0.632982831785714 -0.725883037410714 0.114895168610357 -0.0422806431758929 0.175655733205357 -0.562011679964286 -0.675991361517857 0.165131815034821 -0.49390229535625 -0.514305864526786 0.0796911101973214 -0.624345860642857 -0.71635854625 0.171846384629464 -0.654039567633929 -0.674788534013393 0.111198815370268 -0.0334817761913393 -0.00884755946696429 -0.00244919731553572 -0.0589319673133929 -0.7956801725 0.134983092786607 -0.0143264283776161
"6" "2" 0.257899247759259 -0.0182757938524074 -0.127907591564815 -0.516645398318704 -0.398626602965741 -0.655248268330556 0.179840566944444 0.343967447777778 0.0841014231092593 -0.921582503425926 -0.937316355185185 -0.917772833796296 0.08490084625 0.00114910626907407 0.000612401839814814 -0.595155547046296 -0.512322397021204 -0.771316576388889 -0.0404400320648148 -0.0810949268737963 0.125892693078519 -0.656270543851852 -0.647157287981482 -0.582499966161111 -0.0895144456956481 -0.0439971459348148 -0.0651203359909259 -0.584099904176852 -0.735676323055556 -0.587107050116111 -0.476568153031389 -0.510965658473148 -0.476568153031389 -0.510965658473148 -0.601825449462963 -0.581833136805556 -0.540713457515741 -0.580432458796296 -0.666291396703704 -0.710870569509259 -0.557540337990741 -0.441326926871296 -0.696835306351852 -0.502112957059352 -0.415539137964815 -0.660443093212963 -0.326164408993519 0.139081808919259 0.0536756993981481 -0.626005371925926 -0.552102280193518 -0.76312332 -0.599433897 -0.50186974999537 -0.778506681851852 -0.202647621294444 -0.248381992997222 -0.148270138110185 -0.548040576722222 -0.652715933250926 -0.514142700852778 -0.6920931325 -0.647040349296296 -0.646265726666667 0.0277192780723148 -0.0486536506101852 0.0283584876074074 -0.520216565718889 -0.582745833027778 0.069700951712037 -0.580894831567593 -0.58613869200963 0.0674148107444444 -0.599821622398148 -0.640393307961111 0.0698112603896296 -0.720201135115741 -0.719598046111111 0.0998925716146296 0.0067139671862963 0.0185198230935185 0.105892963631481 -0.065424666812963 -0.00750384333333333 -0.311170829074074 -0.0399665166518519
"6" "3" 0.278837224390476 -0.0187696703612381 -0.109903814466667 -0.35755710847619 -0.335592322943905 -0.648897793914095 0.937546981619048 -0.22284317247619 0.00614830077371429 -0.971330815714286 -0.952507844095238 -0.938947612761905 0.0870637356571429 0.00924821965419048 -0.00687773215428571 -0.452719512750476 -0.388947965453333 -0.679213564276191 -0.0592607499361905 -0.0476433271057143 0.0814305762762857 -0.605043609309524 -0.598140521714286 -0.557518218597143 -0.0677966206219048 -0.0583919326847619 -0.0445082000171429 -0.495789358075238 -0.610918731361905 -0.43431718238 -0.360438827142857 -0.33911726047619 -0.360438827142857 -0.33911726047619 -0.477526432304762 -0.423252828095238 -0.503440160822286 -0.51668521966381 -0.560905862952381 -0.567938374339619 -0.380341981809524 -0.34971583377619 -0.638744507942857 -0.349810395428571 -0.370730505942857 -0.6861573208 -0.152108514538095 -0.0370122601684762 0.15133712307619 -0.466035725018095 -0.453756131329524 -0.652585889295238 -0.488887249075314 -0.360087693571429 -0.704369537828571 -0.0430713658285714 -0.357678940475238 -0.0547529309857143 -0.47676256053619 -0.571640835122857 -0.442172241425714 -0.648317975536191 -0.619307997961905 -0.644152415742857 -0.0615867341650476 -0.0373021942990476 0.0962228178580952 -0.332506220666667 -0.446650112295238 0.0689543395738095 -0.407457656079048 -0.44786594897619 0.10292069835619 -0.50961709536381 -0.611906519632381 0.067394695447619 -0.579324679328571 -0.583469091941238 0.0318863082957143 -0.0140084752438095 -0.0203881531285714 0.179469345171429 -0.062825300952381 -0.779878262380952 0.237159475238095 0.0175372690747619
"7" "1" 0.279744584857143 -0.0168055786979048 -0.116193315028571 -0.62229473047619 -0.457692869790476 -0.304900933743809 0.949289376095238 -0.0835836459038095 -0.0576192444571333 -0.969442659714286 -0.958447405142857 -0.913962177333333 0.0794974486419048 0.0153484184322857 -0.00401573202828571 -0.636829367619048 -0.472899766428571 -0.525611009625524 -0.0214493960548571 -0.0608087860485714 0.0466646112028571 -0.70379691647619 -0.557053062485714 -0.643331328761905 -0.110013679868819 -0.0424304935004762 -0.0476903116550476 -0.560330953420952 -0.542999619829524 -0.697229460095238 -0.472951015664762 -0.510967467876191 -0.472951015664762 -0.510967467876191 -0.55117096947619 -0.458499475512381 -0.576547321047619 -0.518182662919048 -0.611630707885714 -0.498025516839048 -0.630887821142857 -0.46065206072 -0.392620689348857 -0.619564077428571 -0.491565193580952 -0.313494546084857 -0.18559198936 0.0938204340095238 0.0211347403980952 -0.657234173142857 -0.510041219055905 -0.500553518903619 -0.648154358228571 -0.467705224539048 -0.549127610140952 -0.0721434946819048 -0.193065619475238 -0.172109908753333 -0.604217574533333 -0.519834745751429 -0.632190218857143 -0.736923218190476 -0.586806963466667 -0.681124189619048 0.0280072720752381 0.00712822504085714 -0.000788903853333333 -0.4976267932 -0.596373686914286 0.0887780459533333 -0.464720651825905 -0.454758476628571 0.0759293574380952 -0.531274195063524 -0.596196658114286 0.0977344109009524 -0.531703346420667 -0.491389034021905 0.0257871066066667 -0.00658536541390476 -0.0206359894219048 -0.0370027777142857 0.0142824120742857 -0.831371878380952 0.140861532247619 0.062608692467619
"7" "2" 0.249448943368932 -0.0239679496737864 -0.122359495446602 -0.618808052592233 -0.629124465242718 -0.553240692598058 0.151550810970874 0.0793262554368932 0.25833380223301 -0.923431861796116 -0.947735452330097 -0.922181927961165 0.0847962677708738 0.0122506214941748 -0.00668350366669903 -0.700812157572816 -0.748695356407767 -0.792168442621359 -0.0701423039253398 -0.0686752305750485 0.147649632961165 -0.664884561650485 -0.760840567961165 -0.655080746912621 -0.0959026124378641 -0.0419959616582524 -0.0697954220504854 -0.797058074854369 -0.825345480970874 -0.83701680223301 -0.570817296863107 -0.623670190912621 -0.570817296863107 -0.623670190912621 -0.721942459320388 -0.72169630815534 -0.580731324825243 -0.670833352718447 -0.824047742524272 -0.82524756184466 -0.647808073009709 -0.664613614368932 -0.641148714660194 -0.608656743563107 -0.63479644776699 -0.54316814904466 -0.535285364174757 -0.0890112609563107 -0.0158294490154369 -0.720072625436893 -0.756917523398058 -0.777527084563107 -0.707968975048544 -0.757182873495146 -0.805162095145631 -0.183233807531068 -0.2333785101 -0.262992026500971 -0.671552941359223 -0.764636741650485 -0.685191648252427 -0.668374701601942 -0.76159266776699 -0.67871631915534 -0.233625189061359 -0.255861435594175 -0.164068285518544 -0.655964608087379 -0.665328839920388 -0.109352930982524 -0.713916418446602 -0.733671741553398 0.132568163567961 -0.739533278058252 -0.684243976174757 -0.21598096374632 -0.825182745728155 -0.838034924271845 0.0761560664271845 0.0271054281640777 0.0169914680407767 0.0843511939417476 -0.0337290731570485 0.052081987184466 0.0183756510485437 -0.253685956932039
"7" "3" 0.2815878035 -0.015541859605 -0.098443255106 -0.487974679054 -0.554346652785 -0.5159549243445 0.945519312 -0.12337142227 -0.100198110346 -0.9770879797 -0.9598253753 -0.9342708782 0.085391031658 -0.0052979586564 -0.0132846240319 -0.5040972841175 -0.651131070237 -0.67833247447 -0.0649963753569 -0.064407037985 0.1000459264801 -0.69262099942 -0.64084716575 -0.6928584773 -0.075853457191 -0.03982777439 -0.06601072992 -0.7520147793 -0.658498507848 -0.71827257383 -0.490300690965 -0.3939670898983 -0.490300690965 -0.3939670898983 -0.5959423134053 -0.470953863516 -0.58872373407 -0.60885590182 -0.7056479348 -0.65376318106 -0.49680024138 -0.56749049178 -0.56286339989 -0.485371700601 -0.57652089551 -0.530607272789 -0.21409926421 -0.099449552216 0.039272077744 -0.531796889951 -0.66122865915 -0.6525143151 -0.52072997288 -0.66488857715 -0.70345688333 -0.10445415336483 -0.294566513317 -0.2268062605441 -0.6566761589 -0.60828904008 -0.64810960561 -0.70576631069 -0.6665909629 -0.7385063104 -0.203008351126 -0.0639116624374 -0.096112331396 -0.39828586759 -0.486683895586 -0.01350054286454 -0.48105823433 -0.462926130858 0.1185118162244 -0.61738481898 -0.67406705 0.011338150339 -0.65192115768 -0.681272698669 0.0891142842205 -0.012718363297 -0.027073040953 0.08193403013 -0.051133835266 -0.7998084379 0.168231011 0.092604748112
"8" "1" 0.271165432287234 -0.0128211897796809 -0.105886261914894 -0.567747641894681 -0.259358865244681 -0.532337116138298 0.873883224361702 0.00663266005319149 0.0340247059555638 -0.97084005212766 -0.947327426946808 -0.946282875319149 0.0744167240106383 -0.00630162029880851 -0.0055708870043617 -0.614209966010638 -0.360475422829787 -0.677838040010638 -0.0147830068657447 -0.0956533663157447 0.0610657714776596 -0.583512477819149 -0.583669163510638 -0.508128009292553 -0.114564253801064 -0.0357843371446809 -0.0485026738148936 -0.611724955329787 -0.70249981212766 -0.680495311595745 -0.439551619841489 -0.547201658338298 -0.439551619841489 -0.547201658338298 -0.516667842830638 -0.574150105861702 -0.458003193868723 -0.588275711382979 -0.658524964148936 -0.739710160851064 -0.606460068297872 -0.300201618723404 -0.591367332340425 -0.55449339186383 -0.286208743510638 -0.537914099517021 -0.27484526212234 0.0543166189223404 0.0865499459255319 -0.640920133829787 -0.438993330025532 -0.665668307340425 -0.621569563659574 -0.319759300946808 -0.689145601308511 -0.0651382250851064 -0.188302308962766 -0.122050700475532 -0.532768519497872 -0.610533618851064 -0.538532390585106 -0.601805363329787 -0.571587218744681 -0.544083478202128 -0.0327598674265957 -0.180326934473404 -0.132779237760213 -0.512527570337234 -0.640196680957447 0.163690007130213 -0.543265288497872 -0.620400680702128 0.240099381519149 -0.626454479202128 -0.633698009989362 -0.0236146572428723 -0.724902839042553 -0.779386204680851 0.231975560829787 0.043583794043617 -0.0255216775797872 -0.0887921612106383 0.00434647944680851 -0.651269123829787 0.0760015459808511 -0.00438393907446809
"8" "2" 0.260229658010526 -0.0242549833890526 -0.107802701694737 -0.610151839894737 -0.380890574526316 -0.477745895869474 0.140577847578947 0.209587477052632 0.326171765622105 -0.922239549326316 -0.946355545052632 -0.913495624968421 0.085048570447579 0.0193553656351579 -0.0387323741290526 -0.633758305115789 -0.56040511516 -0.742283940768421 0.086210300691579 -0.138798315242105 0.0472792620231579 -0.707216631642105 -0.569944719597895 -0.404329065001053 -0.127592664095789 -0.0342028708852632 -0.0625056377157895 -0.726145247894737 -0.737029168526316 -0.747110505368421 -0.479416572978947 -0.617165560452632 -0.479416572978947 -0.617165560452632 -0.614223616758947 -0.645891524842105 -0.453529612515789 -0.577219643757895 -0.729083020105263 -0.764005771894737 -0.613830906641053 -0.427341183631579 -0.568226223353684 -0.610036323231579 -0.397529737010526 -0.471552599255789 -0.299855191113684 -0.0401996135747368 0.0265849851446316 -0.639571993745263 -0.565841970964211 -0.713756729789474 -0.661501437431579 -0.586827322254737 -0.769978305578947 0.0437218946376842 -0.144683079564211 -0.0908070690494737 -0.648184221884211 -0.593051058662105 -0.478294371 -0.727072445178947 -0.560843997174737 -0.438157559730526 -0.155418452236842 -0.193200895506632 -0.0064518809251579 -0.58614680146421 -0.698026608515789 0.116935374472526 -0.603607234693684 -0.711522585063158 0.317904632515789 -0.635985393547368 -0.611608925394737 -0.0905658884242105 -0.750399018736842 -0.800862126631579 0.233307824628421 0.0191927899178947 -0.0547399988905263 -0.161971698431579 0.0364525213710526 0.0434622778947368 -0.104357467473684 -0.272770614898947
"8" "3" 0.281216615652174 -0.0174112339945652 -0.106727597545652 -0.570421058476087 -0.408831421652174 -0.48832908998913 0.939642050869565 -0.130587479199565 -0.116063026767609 -0.970373924673913 -0.951748887717391 -0.909577085 0.0933678065326087 -0.0109202465518478 -0.0143977242877174 -0.477296499763044 -0.454114437891304 -0.58233159111087 -0.0629503746663043 -0.0371252595793478 0.0845289942803261 -0.677846240871739 -0.558965629028261 -0.625281180793478 -0.0718063735315217 -0.050575157908913 -0.0639330646467391 -0.68679007313587 -0.607550805013043 -0.658973885793478 -0.486874150988043 -0.495839880945652 -0.486874150988043 -0.495839880945652 -0.469628700541304 -0.470508991067391 -0.518247671766304 -0.578761388629348 -0.63178846923913 -0.641709596521739 -0.523624401796739 -0.397206149663043 -0.491904214909783 -0.591366118133696 -0.453625196347826 -0.530973387582609 -0.0693538884630435 0.0664332775956522 0.163269371623913 -0.491778321445652 -0.481840068597826 -0.550702176698913 -0.510014340994565 -0.461234231876087 -0.61280991423913 0.0862616996847826 -0.174576008788043 -0.0338432841815217 -0.62315998325 -0.522920683663043 -0.561121416220978 -0.696856388804348 -0.587262508770652 -0.683656065934783 -0.163714179711957 -0.0862541044032609 0.0109120062054348 -0.435222511326087 -0.615426995841304 0.159591557668478 -0.43813256101087 -0.519058630684783 0.255753593440217 -0.566307085082609 -0.665596766956522 0.0467125032813163 -0.629099161916304 -0.68491691326087 0.205472138804348 0.00926454685967391 -0.054160143023913 0.118525601141304 -0.0856043112358696 -0.796784669347826 0.173527094891304 0.103971709737826
"9" "1" 0.263710636931373 -0.0224654617615588 -0.0934469615980392 -0.590742890490196 -0.531816786401961 -0.437394149734902 0.934444251666667 -0.036332041040098 -0.0172682680292157 -0.968378068039216 -0.959090240196078 -0.921372092068627 0.0736559620117647 0.0156333391685294 -0.0021378138004902 -0.578205390137255 -0.610188566666667 -0.68041399254902 -0.0619599897245098 -0.0522006784431373 0.0965131861190196 -0.712857890294118 -0.688688510294118 -0.591415537254902 -0.0868764884431373 -0.041037704845098 -0.0581940090860784 -0.741469150294118 -0.756419453137255 -0.708301786862745 -0.487926043724961 -0.616844291666667 -0.487926043724961 -0.616844291666667 -0.576601331931373 -0.628224642058824 -0.592921320735294 -0.694079002254902 -0.737268770686274 -0.77952068872549 -0.620545688333333 -0.578268597941176 -0.565215614696078 -0.580217762509804 -0.539482876666667 -0.418210892895882 -0.212029660604902 -0.0480005462215686 -0.0524580246395098 -0.633545224019608 -0.657069730098039 -0.673063661862745 -0.560636214382255 -0.586293470107843 -0.686671509411765 -0.182855474127451 -0.331622571946078 -0.318087760659804 -0.661440393529412 -0.683370148431373 -0.583403787068627 -0.730165053627451 -0.696673191568627 -0.632475191470588 -0.165094901190196 -0.167940556508235 -0.162465697529412 -0.602583951382353 -0.688049089607843 0.0429051295147059 -0.628723522058824 -0.629718637058824 0.128960566842843 -0.719993685 -0.731222715196078 -0.0311064513843137 -0.781862975882353 -0.79182500754902 0.139453889867647 -0.00279264335294118 0.0161328881009804 0.0715723447941176 -0.0598443347647059 -0.825837809313726 0.109139976970588 0.0323974653953137
